number,ROI_mean,Vec (V)
658,20.00172828282828,0.186236
659,20.001608080808086,0.185715
660,20.001378787878785,0.18556
661,19.99886868686868,0.185151
662,19.999524242424243,0.184786
663,20.000601010101015,0.184445
664,20.000507070707066,0.184061
665,20.000167676767678,0.183837
666,19.998827272727272,0.183521
667,19.99686464646465,0.183286
668,19.997081818181815,0.182957
669,19.997792929292924,0.182449
670,19.997589898989894,0.182195
671,19.996584848484844,0.181805
672,19.997442424242433,0.181396
673,19.997493939393944,0.181197
674,19.995993939393948,0.180888
675,19.994545454545456,0.180379
676,19.993899999999996,0.180039
677,19.99346060606061,0.179673
678,19.997257575757573,0.179555
679,19.99564646464646,0.179252
680,19.99296565656566,0.178799
681,19.99148787878787,0.178471
682,19.991466666666668,0.178161
683,19.99114141414142,0.17764
684,19.98992525252525,0.177529
685,19.990328282828287,0.177206
686,19.99102929292929,0.176779
687,19.990759595959595,0.176333
688,19.989784848484845,0.176072
689,19.98969696969697,0.175806
690,19.989013131313126,0.175422
691,19.988773737373734,0.175217
692,19.98829898989899,0.174883
693,19.987320202020207,0.174387
694,19.986394949494954,0.174164
695,19.98571111111111,0.173693
696,19.985054545454545,0.173377
697,19.984517171717176,0.173216
698,19.984922222222224,0.17285
699,19.9834696969697,0.172497
700,19.982026262626256,0.172212
701,19.98230606060607,0.171753
702,19.981047474747474,0.171412
703,19.981164646464652,0.171251
704,19.979875757575766,0.170892
705,19.97951818181819,0.170433
706,19.979745454545448,0.170098
707,19.97789898989899,0.169665
708,19.977434343434336,0.169423
709,19.978338383838377,0.169256
710,19.978670707070698,0.168927
711,19.978412121212127,0.168499
712,19.977897979797977,0.168152
713,19.977571717171717,0.167762
714,19.977082828282825,0.167551
715,19.97667373737373,0.167204
716,19.975991919191923,0.166721
717,19.97492727272728,0.166417
718,19.974591919191916,0.166182
719,19.974516161616155,0.165692
720,19.975485858585856,0.165481
721,19.975039393939394,0.165221
722,19.975437373737382,0.164744
723,19.97400707070707,0.164595
724,19.97168181818181,0.164069
725,19.972348484848474,0.163833
726,19.972976767676773,0.163505
727,19.974141414141418,0.16317
728,19.970426262626265,0.162854
729,19.973642424242414,0.162445
730,19.9703202020202,0.162054
731,19.971255555555544,0.1618
732,19.968326262626267,0.161441
733,19.96827070707071,0.161249
734,19.967881818181816,0.160865
735,19.96724646464647,0.160474
736,19.96662424242425,0.160053
737,19.966344444444456,0.159761
738,19.9658101010101,0.159495
739,19.96599696969698,0.159297
740,19.964720202020207,0.158882
741,19.96410808080808,0.158454
742,19.964779797979798,0.158008
743,19.96541111111111,0.157716
744,19.96365656565656,0.157357
745,19.96161010101009,0.157171
746,19.96082929292929,0.156812
747,19.961638383838384,0.156465
748,19.96230000000001,0.15608
749,19.960575757575754,0.155715
750,19.959980808080818,0.155473
751,19.960425252525248,0.155262
752,19.96016565656566,0.15494
753,19.957320202020203,0.154599
754,19.959109090909088,0.154116
755,19.961616161616153,0.153725
756,19.958847474747472,0.153403
757,19.9577606060606,0.153193
