number,ROI_mean,Vec (V)
813,8.111850624999999,-0.134752
814,8.113073295454546,-0.138166
815,8.112396647727273,-0.141513
816,8.113215113636366,-0.14481
817,8.113134431818185,-0.148162
818,8.113048068181824,-0.151465
819,8.113052613636365,-0.154676
820,8.113582159090914,-0.158059
821,8.114107159090914,-0.161424
822,8.115591477272726,-0.164876
823,8.11603522727273,-0.168068
824,8.116269886363638,-0.171464
825,8.11800625,-0.174686
826,8.117948295454546,-0.178095
827,8.117310227272728,-0.181392
828,8.117858579545448,-0.184763
829,8.117873352272722,-0.18814
830,8.117752897727266,-0.191388
831,8.11720232954545,-0.194796
832,8.117618238636357,-0.198105
833,8.118172784090904,-0.201483
834,8.11918721590909,-0.20486
835,8.119194034090903,-0.208145
836,8.119520738636357,-0.211299
837,8.119915056818177,-0.214757
838,8.120337784090909,-0.218184
839,8.120912215909083,-0.221487
840,8.119698295454548,-0.224815
841,8.120060227272727,-0.228075
842,8.119532386363634,-0.231427
843,8.120172159090908,-0.234724
844,8.121580681818184,-0.23799
845,8.121194318181821,-0.241368
846,8.12146238636363,-0.244584
847,8.121506136363633,-0.248129
848,8.121313522727272,-0.251221
849,8.121365227272731,-0.25458
850,8.121841931818178,-0.2581
851,8.122472670454545,-0.261465
852,8.12217784090909,-0.264737
853,8.122854545454542,-0.268096
854,8.123034090909089,-0.271294
855,8.122950568181823,-0.274628
856,8.12252840909091,-0.278104
857,8.12147784090909,-0.281475
858,8.12238505681819,-0.284754
859,8.122904943181828,-0.288001
860,8.122590170454556,-0.291317
861,8.122684545454554,-0.294719
862,8.123070284090918,-0.29791
863,8.122370454545463,-0.301251
864,8.122862499999997,-0.304628
865,8.123767045454542,-0.308105
866,8.123426136363632,-0.311488
867,8.123046079545453,-0.314605
868,8.123161363636356,-0.318125
869,8.123219374999998,-0.321428
870,8.124587329545452,-0.324732
871,8.124095852272728,-0.328221
872,8.124047556818184,-0.331288
873,8.124223124999999,-0.334622
874,8.124115170454541,-0.338117
875,8.123404375,-0.341445
876,8.123544886363625,-0.344693
877,8.12423806818181,-0.348101
878,8.124363068181811,-0.351348
879,8.124621022727267,-0.354689
880,8.125014772727265,-0.358085
881,8.124798295454541,-0.361344
